business_name,phone,lat,lng,detail_link
Promise Land Church,(512) 220-4531,30.30546,-97.70159,https://www.yelp.com/biz/promise-land-church-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
C & J Paint & Carpet Cleaning,(512) 989-1867,30.38203,-97.69345,https://www.yelp.com/biz/c-and-j-paint-and-carpet-cleaning-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
BB&B Carpet and Tile Cleaning,(512) 589-6406,30.44442,-97.63899,https://www.yelp.com/biz/bb-and-b-carpet-and-tile-cleaning-pflugerville-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
American Steam Master,(512) 836-3800,30.3420351250407,-97.7001330310426,https://www.yelp.com/biz/american-steam-master-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
All Saints Episcopal Church,(512) 476-3589,30.2913932800293,-97.7394943237305,https://www.yelp.com/biz/all-saints-episcopal-church-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Hillcrest Baptist Church,(512) 345-3771,30.373444552159,-97.7496748318156,https://www.yelp.com/biz/hillcrest-baptist-church-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Temple Beth Shalom,(512) 735-8900,30.35751,-97.75501,https://www.yelp.com/biz/temple-beth-shalom-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Classic Cleaning,(512) 992-2743,30.51038,-97.6655,https://www.yelp.com/biz/classic-cleaning-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Corporate High Rise Cleaning,(512) 294-9084,30.26923,-97.75299,https://www.yelp.com/biz/corporate-high-rise-cleaning-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Just Perfect Carpet Cleaning & Restoration,(512) 786-8827,30.196964,-97.781837,https://www.yelp.com/biz/just-perfect-carpet-cleaning-and-restoration-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
American Stainmaster,(512) 836-2300,30.267153,-97.7430608,https://www.yelp.com/biz/american-stainmaster-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Remarkable Results,(512) 990-9279,30.46264,-97.628876,https://www.yelp.com/biz/remarkable-results-pflugerville-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Oxi Fresh Carpet Cleaning,(512) 861-4410,30.56107,-97.68284,https://www.yelp.com/biz/oxi-fresh-carpet-cleaning-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Dirt Free Carpet Cleaning,(512) 730-2782,30.266944,-97.742778,https://www.yelp.com/biz/dirt-free-carpet-cleaning-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Texas Pro Solutions,(512) 539-6206,30.08234,-97.874728,https://www.yelp.com/biz/texas-pro-solutions-buda-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Jani-King of Austin,(512) 335-9888,30.475048,-97.816169,https://www.yelp.com/biz/jani-king-of-austin-cedar-park?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Certified Carpet Cleaning, Inc.",(512) 757-0984,29.8832749,-97.9413941,https://www.yelp.com/biz/certified-carpet-cleaning-inc-san-marcos-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Faithful Maid Services,(512) 902-3951,30.207099,-97.800307,https://www.yelp.com/biz/faithful-maid-services-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Discount Pro Services,(512) 710-1346,30.3568213,-97.730807,https://www.yelp.com/biz/discount-pro-services-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Rainbow International of Metro Austin,(512) 730-2662,30.19759,-97.80814,https://www.yelp.com/biz/rainbow-international-of-metro-austin-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
W.B. Arthur,(512) 710-0011,30.0698129,-97.8453799,https://www.yelp.com/biz/w-b-arthur-buda?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Davidson Clean Carpet,(512) 591-4595,30.659213,-97.666887,https://www.yelp.com/biz/davidson-clean-carpet-georgetown?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
All Regional Carpet Cleaning,(512) 458-6664,30.45171,-97.68149,https://www.yelp.com/biz/all-regional-carpet-cleaning-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Heaven's Best Carpet Cleaning San Marcos,(512) 865-0092,29.8858135,-97.9424917,https://www.yelp.com/biz/heavens-best-carpet-cleaning-san-marcos-san-marcos?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Opal Divine's Marina,(512) 733-5353,30.42379,-97.70206,https://www.yelp.com/biz/opal-divines-marina-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Summer Moon Coffee Bar,(737) 300-1265,30.39442,-97.72019,https://www.yelp.com/biz/summer-moon-coffee-bar-austin-9?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Barrett's Coffee,(512) 677-7667,30.3389581371224,-97.7162065189136,https://www.yelp.com/biz/barretts-coffee-austin-4?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Summer Moon Coffee Bar,(512) 467-4683,30.49778,-97.77715,https://www.yelp.com/biz/summer-moon-coffee-bar-austin-10?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Barley Bean,(512) 382-9106,30.2870677109771,-97.7449054256562,https://www.yelp.com/biz/barley-bean-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Fara Coffee,(512) 452-2233,30.3091951,-97.7508845,https://www.yelp.com/biz/fara-coffee-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Summer Moon Coffee Bar - Austin,(512) 582-0103,30.2731402447057,-97.800547995858,https://www.yelp.com/biz/summer-moon-coffee-bar-austin-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Noble Grind,(303) 517-5913,30.43714,-97.6459,https://www.yelp.com/biz/the-noble-grind-pflugerville-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Parks Coffee,,30.3457,-97.67511,https://www.yelp.com/biz/parks-coffee-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chef In the House Catering,(512) 230-2433,30.4531898498535,-97.9875869750977,https://www.yelp.com/biz/chef-in-the-house-catering-lago-vista-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The University of Texas at Austin Texas Union Catering Services,(512) 475-6505,30.2855534,-97.7415957,https://www.yelp.com/biz/the-university-of-texas-at-austin-texas-union-catering-services-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Baby Acapulco,(512) 302-1300,30.266944,-97.742778,https://www.yelp.com/biz/baby-acapulco-austin-5?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Aarisha Catering,(737) 222-0483,30.48659,-97.76671,https://www.yelp.com/biz/aarisha-catering-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Cajun Catering Austin,(512) 998-0503,30.2135485,-97.7729293,https://www.yelp.com/biz/cajun-catering-austin-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chef Jay Events,(512) 722-3121,30.01637,-98.10724,https://www.yelp.com/biz/chef-jay-events-wimberley?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Rockaway ATX Catering,(512) 550-4671,30.2451057,-97.7303696,https://www.yelp.com/biz/rockaway-atx-catering-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
G & M Catering,(512) 929-8305,30.266944,-97.742778,https://www.yelp.com/biz/g-and-m-catering-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Meeyums Kitchen,(512) 970-1146,30.4299144744873,-97.71923828125,https://www.yelp.com/biz/meeyums-kitchen-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Anjore,(214) 597-7317,30.2703495025635,-97.7421722412109,https://www.yelp.com/biz/anjore-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Sezi,(512) 777-1175,30.2207984924316,-97.7484436035156,https://www.yelp.com/biz/sezi-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
MexiDeli Catering Kitchen,(512) 797-5282,30.3461818695068,-97.7677383422852,https://www.yelp.com/biz/mexideli-catering-kitchen-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Jamaican Jerk Food,(737) 802-4327,30.3104565,-97.940358,https://www.yelp.com/biz/jamaican-jerk-food-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
A F S Accent Food Services,(512) 251-9500,30.4583511352539,-97.6596755981445,https://www.yelp.com/biz/a-f-s-accent-food-services-pflugerville?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Svrcek's Best BBQ,(512) 375-2562,30.3055711,-97.725376,https://www.yelp.com/biz/svrceks-best-bbq-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Txellent Catering and Cocktails,(512) 757-8668,30.2999706,-97.7460175,https://www.yelp.com/biz/txellent-catering-and-cocktails-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chilli Gardens,(512) 212-1060,30.45377,-97.77296,https://www.yelp.com/biz/chilli-gardens-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
The Rolling Crum,(512) 517-8503,30.44849,-97.81236,https://www.yelp.com/biz/the-rolling-crum-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Classic Fare Catering,(512) 965-8310,30.4432926177979,-97.6317291259766,https://www.yelp.com/biz/classic-fare-catering-pflugerville?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Bocados Catering,(512) 662-6516,30.543807,-97.544633,https://www.yelp.com/biz/bocados-catering-hutto?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Mark Rivas Catering,(512) 698-2389,30.26224,-97.72038,https://www.yelp.com/biz/mark-rivas-catering-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
RedBookChef Catering,(512) 983-0793,30.2707290649414,-97.7432250976563,https://www.yelp.com/biz/redbookchef-catering-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Cater2.me,(512) 593-1328,30.25871,-97.76624,https://www.yelp.com/biz/cater2-me-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Marriage Like New : Therapy For Couples,(512) 659-8600,30.270641,-97.796787,https://www.yelp.com/biz/marriage-like-new-therapy-for-couples-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Neuro Outcomes,(512) 814-6665,30.2789052,-97.8089218,https://www.yelp.com/biz/neuro-outcomes-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Sharon K Bien, MA, LPC",(512) 761-6609,30.2749231,-97.8028707,https://www.yelp.com/biz/sharon-k-bien-ma-lpc-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Starkebab,(737) 247-9696,30.494815826416,-97.7977981567383,https://www.yelp.com/biz/starkebab-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Duncan Team Catering,(512) 577-5964,29.88306,-97.944958,https://www.yelp.com/biz/duncan-team-catering-wimberley?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Pizza Delight Catering,(512) 671-4000,30.5193,-97.65852,https://www.yelp.com/biz/pizza-delight-catering-round-rock-5?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Becca Schafer Events,(512) 870-7010,30.5421579,-98.3882723,https://www.yelp.com/biz/becca-schafer-events-horseshoe-bay?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Root Cellar Catering Co,(512) 214-3702,29.8831147,-97.9397577,https://www.yelp.com/biz/root-cellar-catering-co-san-marcos?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Fluff N Stuff Bakery,(512) 909-9813,30.216262,-97.739417,https://www.yelp.com/biz/fluff-n-stuff-bakery-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Kung Fu Tea,(512) 992-0730,30.3731951160699,-97.7284159018027,https://www.yelp.com/biz/kung-fu-tea-austin-2?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Tea Haus,(512) 291-6681,30.3555989845614,-97.7337524418029,https://www.yelp.com/biz/tea-haus-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Coco's Cafe,(512) 833-6588,30.3612785778592,-97.7156337500247,https://www.yelp.com/biz/cocos-cafe-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Whole Foods Market,(512) 831-3981,30.406302,-97.720033,https://www.yelp.com/biz/whole-foods-market-austin-10?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Teresa M Tinney, MA, LPC",(512) 751-6105,30.274847,-97.803032,https://www.yelp.com/biz/teresa-m-tinney-ma-lpc-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Austin Embodied Therapy,(512) 902-4357,30.27754,-97.809608,https://www.yelp.com/biz/austin-embodied-therapy-west-lake-hills?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Out Youth,(512) 419-1233,30.3094139099121,-97.7147445678711,https://www.yelp.com/biz/out-youth-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Peak Performance Institute,(512) 347-8100,30.285603,-97.8136249,https://www.yelp.com/biz/peak-performance-institute-west-lake-hills?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
JPV Catering,(210) 685-9423,30.1734631,-97.7661979,https://www.yelp.com/biz/jpv-catering-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Fritz's Catering,(830) 627-1949,29.69631,-98.13757,https://www.yelp.com/biz/fritzs-catering-new-braunfels?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Lada Ladies,(512) 937-2902,29.63356,-98.44838,https://www.yelp.com/biz/lada-ladies-san-antonio?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
JC Cooks,(210) 858-7293,29.46308,-98.64139,https://www.yelp.com/biz/jc-cooks-san-antonio?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Vivere Catering,(830) 998-8656,30.250714,-98.847962,https://www.yelp.com/biz/vivere-catering-fredericksburg?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Frost - Austin,(512) 514-1385,30.40305,-97.7223999,https://www.yelp.com/biz/frost-austin-austin-6?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Teapioca Lounge,(512) 833-7888,30.413144600845,-97.6879106381025,https://www.yelp.com/biz/teapioca-lounge-austin-3?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Genuine Joe,(512) 220-1576,30.3541,-97.72729,https://www.yelp.com/biz/genuine-joe-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Leslie K Smith, LPC LMFT LCDC",(512) 327-5654,30.2867546081543,-97.8146133422852,https://www.yelp.com/biz/leslie-k-smith-lpc-lmft-lcdc-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Baylor Scott & White Clinic - Austin Northwest,(512) 336-3400,30.47422,-97.79435,https://www.yelp.com/biz/baylor-scott-and-white-clinic-austin-northwest-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
COUNSELORS OF TEXAS,(512) 388-4660,30.48697,-97.68051,https://www.yelp.com/biz/counselors-of-texas-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Lorraine L Papa, PhD",(512) 971-1315,30.27208,-97.75063,https://www.yelp.com/biz/lorraine-l-papa-phd-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Little Muse Catering and Cakes,(210) 416-6828,29.585673106084,-98.4024861082435,https://www.yelp.com/biz/little-muse-catering-and-cakes-san-antonio?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Culinary Creations,(844) 892-2837,29.5421850990074,-98.3014969155192,https://www.yelp.com/biz/culinary-creations-universal-city?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Kalo Catering,(210) 441-2054,29.97014,-98.90396,https://www.yelp.com/biz/kalo-catering-comfort?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Chef Eric James,(312) 869-4129,30.401356,-97.7525352,https://www.yelp.com/biz/chef-eric-james-chicago-9?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Machine Head Coffee,(512) 537-4221,30.37592,-97.72923,https://www.yelp.com/biz/machine-head-coffee-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Short 'N Sweet,(512) 873-0893,30.378073069514,-97.6872885209015,https://www.yelp.com/biz/short-n-sweet-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Whole Foods Market,(512) 476-1206,30.270814679839,-97.7531790382672,https://www.yelp.com/biz/whole-foods-market-austin-16?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Siegel Scott M A Lpc,(512) 246-2232,30.49127,-97.681671,https://www.yelp.com/biz/siegel-scott-m-a-lpc-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Hill Country Recovery Center,(512) 814-8255,30.4979801,-97.6765213,https://www.yelp.com/biz/hill-country-recovery-center-round-rock?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
"Jovonna Carter, Lpcs",(888) 917-0944,30.2715732,-97.792984,https://www.yelp.com/biz/jovonna-carter-lpcs-austin?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
Childtherapytoys.com,(512) 328-7529,30.275026,-97.803045,https://www.yelp.com/biz/childtherapytoys-com-west-lake-hills?adjust_creative=gdeX343-yYSVXbH1za3E-A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gdeX343-yYSVXbH1za3E-A
